	subject_number	AGE_GROUP	TRIAL	image_id	FIRST_LAST	CURRENT_FIX_INDEX	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_DURATION
4480	203	1	72	67	0	19	354.3	400.2	373
4481	203	1	72	67	2	20	205.8	375.3	311
4524	203	1	75	149	1	1	405.6	293.5	612
4525	203	1	75	149	0	2	270.7	255.5	147
4526	203	1	75	149	0	3	448.7	157.8	283
4527	203	1	75	149	0	4	361.0	313.8	225
4528	203	1	75	149	0	5	369.0	441.5	329
4529	203	1	75	149	0	6	324.4	213.9	319
4530	203	1	75	149	0	7	429.3	251.5	205
4531	203	1	75	149	0	8	450.4	257.3	161
4532	203	1	75	149	0	9	276.0	220.9	273
4533	203	1	75	149	0	10	334.1	178.5	211
4534	203	1	75	149	0	11	366.8	437.3	479
4535	203	1	75	149	0	12	476.2	452.6	242
4536	203	1	75	149	0	13	289.4	533.4	371
4537	203	1	75	149	0	14	521.6	540.4	289
4538	203	1	75	149	0	15	394.0	180.1	315
4539	203	1	75	149	0	16	308.2	194.2	377
4540	203	1	75	149	0	17	359.3	177.4	208
4541	203	1	75	149	0	18	473.0	189.5	145
4542	203	1	75	149	0	19	403.4	433.8	324
4543	203	1	75	149	2	20	332.9	453.9	153
4804	203	1	89	129	1	1	386.3	289.7	367
4805	203	1	89	129	0	2	259.9	176.9	173
4806	203	1	89	129	0	3	498.4	123.1	398
4807	203	1	89	129	0	4	621.9	121.2	368
4808	203	1	89	129	0	5	374.0	136.8	132
4809	203	1	89	129	0	6	342.2	314.1	54
4810	203	1	89	129	0	7	347.1	342.1	215
4811	203	1	89	129	0	8	351.1	367.5	31
4812	203	1	89	129	0	9	399.5	523.0	223
4813	203	1	89	129	0	10	354.4	472.8	160
4814	203	1	89	129	0	11	325.9	469.6	377
4815	203	1	89	129	0	12	222.2	492.1	163
4816	203	1	89	129	0	13	483.7	355.2	552
4817	203	1	89	129	0	14	656.0	356.7	251
4818	203	1	89	129	0	15	699.5	358.3	577
4819	203	1	89	129	0	16	649.7	363.6	426
4820	203	1	89	129	0	17	674.2	414.3	177
4821	203	1	89	129	0	18	265.1	142.1	358
4822	203	1	89	129	0	19	399.2	112.2	70
4823	203	1	89	129	0	20	406.2	115.0	150
4824	203	1	89	129	0	21	541.8	88.3	114
4825	203	1	89	129	2	22	206.3	110.2	337
4946	203	1	96	6	1	1	390.7	289.9	830
4947	203	1	96	6	0	2	235.2	316.2	173
4948	203	1	96	6	0	3	458.0	224.9	199
4949	203	1	96	6	0	4	398.1	120.6	348
4950	203	1	96	6	0	5	423.1	282.9	280
4951	203	1	96	6	0	6	252.2	340.1	285
4952	203	1	96	6	0	7	358.5	264.3	250
4953	203	1	96	6	0	8	462.8	225.6	326
4954	203	1	96	6	0	9	508.5	257.6	176
4955	203	1	96	6	0	10	241.5	283.0	274
4956	203	1	96	6	0	11	234.2	187.8	308
4957	203	1	96	6	0	12	443.1	132.6	448
4958	203	1	96	6	0	13	615.1	248.3	324
4959	203	1	96	6	0	14	425.4	248.1	343
4960	203	1	96	6	0	15	326.3	237.1	313
4961	203	1	96	6	0	16	166.8	194.8	238
4962	203	1	96	6	0	17	434.7	103.0	421
4963	203	1	96	6	2	18	231.0	337.6	203
5564	203	1	127	107	1	1	401.0	296.0	863
5565	203	1	127	107	0	2	294.3	160.1	162
5566	203	1	127	107	0	3	440.5	112.6	399
5567	203	1	127	107	0	4	592.3	230.0	187
5568	203	1	127	107	0	5	362.8	429.2	58
5569	203	1	127	107	0	6	308.3	419.6	236
5570	203	1	127	107	0	7	125.7	404.5	269
5571	203	1	127	107	0	8	351.8	120.0	50
5572	203	1	127	107	0	9	350.6	126.9	41
5573	203	1	127	107	0	10	350.7	130.4	124
5574	203	1	127	107	0	11	235.9	79.1	267
5575	203	1	127	107	0	12	501.7	199.8	114
5576	203	1	127	107	0	13	450.2	206.1	293
5577	203	1	127	107	0	14	559.9	154.2	469
5578	203	1	127	107	0	15	561.2	197.5	243
5579	203	1	127	107	0	16	257.3	161.7	312
5580	203	1	127	107	0	17	323.9	140.0	209
5581	203	1	127	107	0	18	249.9	82.8	274
5582	203	1	127	107	0	19	482.2	127.5	184
5583	203	1	127	107	0	20	550.1	354.1	206
5584	203	1	127	107	0	21	371.0	425.3	304
5585	203	1	127	107	2	22	646.2	379.0	320
5790	203	1	138	97	1	1	355.1	263.1	243
5791	203	1	138	97	0	2	247.4	271.7	134
5792	203	1	138	97	0	3	518.0	276.7	286
5793	203	1	138	97	0	4	618.1	170.3	173
5794	203	1	138	97	0	5	399.6	182.3	165
5795	203	1	138	97	0	6	169.4	348.4	205
5796	203	1	138	97	0	7	170.4	437.6	164
5797	203	1	138	97	0	8	121.5	400.3	603
5798	203	1	138	97	0	9	135.6	350.3	188
5799	203	1	138	97	0	10	190.1	425.8	177
5800	203	1	138	97	0	11	592.3	185.9	168
5801	203	1	138	97	0	12	605.5	146.0	281
5802	203	1	138	97	0	13	622.8	103.4	262
5803	203	1	138	97	0	14	591.2	118.7	120
5804	203	1	138	97	0	15	376.2	189.3	227
5805	203	1	138	97	0	16	376.7	213.7	154
5806	203	1	138	97	0	17	402.8	12.8	363
5807	203	1	138	97	0	18	364.2	227.0	139
5808	203	1	138	97	0	19	380.4	220.4	386
5809	203	1	138	97	0	20	371.1	245.4	156
5810	203	1	138	97	0	21	653.7	278.3	300
5811	203	1	138	97	2	22	726.1	345.8	422
6088	204	1	2	37	1	1	395.6	306.0	554
6089	204	1	2	37	0	2	240.9	203.4	158
6090	204	1	2	37	0	3	181.8	149.8	88
6091	204	1	2	37	0	4	179.2	191.9	110
6092	204	1	2	37	0	5	171.4	135.1	107
6093	204	1	2	37	0	6	133.4	372.2	240
6094	204	1	2	37	0	7	185.1	466.9	368
6095	204	1	2	37	0	8	115.1	310.8	295
6096	204	1	2	37	0	9	103.6	252.9	146
6097	204	1	2	37	0	10	52.3	122.7	183
6098	204	1	2	37	0	11	467.5	263.6	182
6099	204	1	2	37	0	12	503.5	258.5	208
6100	204	1	2	37	0	13	641.8	397.2	218
6101	204	1	2	37	0	14	573.5	417.1	196
6102	204	1	2	37	0	15	425.7	399.1	239
6103	204	1	2	37	0	16	567.4	186.5	229
6104	204	1	2	37	0	17	612.7	189.2	207
6105	204	1	2	37	0	18	720.6	271.7	87
6106	204	1	2	37	0	19	716.6	298.7	36
6107	204	1	2	37	0	20	721.6	337.6	235
6108	204	1	2	37	0	21	695.5	368.8	181
6109	204	1	2	37	0	22	665.5	369.8	250
6110	204	1	2	37	0	23	405.4	266.6	138
6111	204	1	2	37	0	24	228.3	260.3	286
6112	204	1	2	37	2	25	257.1	342.1	338
6323	204	1	13	85	1	1	377.7	318.0	1017
6324	204	1	13	85	0	2	119.7	249.5	168
6325	204	1	13	85	0	3	87.9	114.8	160
6326	204	1	13	85	0	4	87.5	68.6	191
6327	204	1	13	85	0	5	127.5	244.4	101
6328	204	1	13	85	0	6	96.6	311.2	128
6329	204	1	13	85	0	7	55.0	421.2	184
6330	204	1	13	85	0	8	291.7	322.7	303
6331	204	1	13	85	0	9	364.2	294.4	226
6332	204	1	13	85	0	10	445.4	299.9	125
6333	204	1	13	85	0	11	218.8	353.6	175
6334	204	1	13	85	0	12	578.7	276.0	244
6335	204	1	13	85	0	13	603.1	216.8	172
6336	204	1	13	85	0	14	690.3	483.5	280
6337	204	1	13	85	0	15	722.6	448.2	227
6338	204	1	13	85	0	16	618.7	289.2	252
6339	204	1	13	85	0	17	651.8	200.9	388
6340	204	1	13	85	0	18	237.2	312.6	212
6341	204	1	13	85	0	19	214.7	327.1	103
6342	204	1	13	85	0	20	570.3	100.3	464
6343	204	1	13	85	0	21	408.6	132.2	204
6344	204	1	13	85	2	22	402.6	158.1	476
6387	204	1	16	112	1	1	376.2	303.2	1402
6388	204	1	16	112	0	2	344.8	183.2	377
6389	204	1	16	112	0	3	147.0	258.8	167
6390	204	1	16	112	0	4	202.8	462.5	227
6391	204	1	16	112	0	5	154.9	438.0	181
6392	204	1	16	112	0	6	140.9	446.1	221
6393	204	1	16	112	0	7	157.5	224.4	266
6394	204	1	16	112	0	8	286.0	188.9	151
6395	204	1	16	112	0	9	463.2	126.0	155
6396	204	1	16	112	0	10	492.4	111.0	225
6397	204	1	16	112	0	11	575.0	129.7	153
6398	204	1	16	112	0	12	650.4	131.4	277
6399	204	1	16	112	0	13	631.9	190.6	239
6400	204	1	16	112	0	14	628.4	295.5	58
6401	204	1	16	112	0	15	626.3	319.5	97
6402	204	1	16	112	0	16	624.6	406.3	276
6403	204	1	16	112	0	17	551.5	482.1	129
6404	204	1	16	112	0	18	465.5	574.7	316
6405	204	1	16	112	0	19	574.7	407.5	177
6406	204	1	16	112	0	20	661.4	358.5	172
6407	204	1	16	112	0	21	643.9	161.1	129
6408	204	1	16	112	0	22	647.9	125.0	498
6409	204	1	16	112	2	23	522.0	195.6	427
6602	204	1	26	58	1	1	398.6	280.7	728
6603	204	1	26	58	0	2	315.6	251.4	361
6604	204	1	26	58	0	3	289.7	197.8	268
6605	204	1	26	58	0	4	176.8	129.0	230
6606	204	1	26	58	0	5	152.5	101.0	281
6607	204	1	26	58	0	6	182.0	105.1	106
6608	204	1	26	58	0	7	316.3	94.2	299
6609	204	1	26	58	0	8	574.7	349.9	361
6610	204	1	26	58	0	9	530.1	288.5	286
6611	204	1	26	58	0	10	500.3	284.0	281
6612	204	1	26	58	0	11	527.0	258.2	331
6613	204	1	26	58	0	12	583.4	295.8	560
6614	204	1	26	58	0	13	520.2	268.1	131
6615	204	1	26	58	0	14	499.9	292.0	110
6616	204	1	26	58	0	15	701.8	328.3	319
6617	204	1	26	58	0	16	650.0	313.4	194
6618	204	1	26	58	0	17	748.5	426.8	364
6619	204	1	26	58	0	18	665.5	401.3	188
6620	204	1	26	58	0	19	639.5	409.2	310
6621	204	1	26	58	2	20	685.4	143.3	379
6828	204	1	37	107	1	1	405.4	289.7	844
6829	204	1	37	107	0	2	315.0	329.9	94
6830	204	1	37	107	0	3	297.7	351.0	221
6831	204	1	37	107	0	4	639.1	452.2	228
6832	204	1	37	107	0	5	640.0	351.5	151
6833	204	1	37	107	0	6	472.2	163.4	294
6834	204	1	37	107	0	7	258.5	180.9	234
6835	204	1	37	107	0	8	160.9	156.9	289
6836	204	1	37	107	0	9	175.2	172.2	193
6837	204	1	37	107	0	10	671.0	131.8	185
6838	204	1	37	107	0	11	602.7	85.4	204
6839	204	1	37	107	0	12	395.3	105.6	89
6840	204	1	37	107	0	13	723.4	119.3	261
6841	204	1	37	107	0	14	695.7	107.3	138
6842	204	1	37	107	0	15	712.7	99.9	157
6843	204	1	37	107	0	16	154.8	300.9	177
6844	204	1	37	107	0	17	88.7	298.8	247
6845	204	1	37	107	0	18	141.9	463.1	169
6846	204	1	37	107	0	19	386.5	447.3	163
6847	204	1	37	107	0	20	379.2	355.4	124
6848	204	1	37	107	0	21	661.3	478.8	200
6849	204	1	37	107	0	22	704.1	357.7	96
6850	204	1	37	107	0	23	616.3	120.8	130
6851	204	1	37	107	0	24	361.7	105.4	161
6852	204	1	37	107	2	25	231.8	76.2	148
6935	204	1	42	97	1	1	405.7	280.5	724
6936	204	1	42	97	0	2	312.5	268.3	173
6937	204	1	42	97	0	3	363.7	214.5	170
6938	204	1	42	97	0	4	169.6	311.5	206
6939	204	1	42	97	0	5	196.6	406.5	161
6940	204	1	42	97	0	6	200.7	431.3	162
6941	204	1	42	97	0	7	146.3	404.8	327
6942	204	1	42	97	0	8	144.9	381.0	199
6943	204	1	42	97	0	9	141.6	401.8	427
6944	204	1	42	97	0	10	213.1	442.7	189
6945	204	1	42	97	0	11	211.4	166.7	399
6946	204	1	42	97	0	12	608.9	142.4	357
6947	204	1	42	97	0	13	480.6	192.9	261
6948	204	1	42	97	0	14	407.5	174.0	94
6949	204	1	42	97	0	15	407.0	55.2	213
6950	204	1	42	97	0	16	649.4	122.7	234
6951	204	1	42	97	0	17	644.7	102.4	233
6952	204	1	42	97	0	18	630.5	106.2	132
6953	204	1	42	97	0	19	777.0	310.6	417
6954	204	1	42	97	0	20	685.8	188.7	241
6955	204	1	42	97	2	21	740.3	166.7	193
7231	204	1	56	52	1	1	387.0	290.7	655
7232	204	1	56	52	0	2	361.3	283.4	285
7233	204	1	56	52	0	3	352.1	296.8	186
7234	204	1	56	52	0	4	97.9	399.3	190
7235	204	1	56	52	0	5	81.0	379.7	246
7236	204	1	56	52	0	6	61.8	374.2	202
7237	204	1	56	52	0	7	130.2	501.9	232
7238	204	1	56	52	0	8	447.5	449.7	325
7239	204	1	56	52	0	9	557.3	265.5	242
7240	204	1	56	52	0	10	597.7	248.3	203
7241	204	1	56	52	0	11	637.1	229.3	173
7242	204	1	56	52	0	12	749.7	320.6	313
7243	204	1	56	52	0	13	633.8	220.9	216
7244	204	1	56	52	0	14	683.9	154.4	184
7245	204	1	56	52	0	15	717.1	116.0	90
7246	204	1	56	52	0	16	377.5	149.1	153
7247	204	1	56	52	0	17	354.3	282.7	233
7248	204	1	56	52	0	18	350.3	240.3	130
7249	204	1	56	52	0	19	97.5	145.7	213
7250	204	1	56	52	0	20	94.3	48.9	134
7251	204	1	56	52	0	21	109.0	20.5	288
7252	204	1	56	52	0	22	123.6	394.8	191
7253	204	1	56	52	0	23	85.6	365.5	149
7254	204	1	56	52	2	24	320.6	304.2	200
7275	204	1	58	149	1	1	397.8	254.5	310
7276	204	1	58	149	0	2	367.2	167.2	495
7277	204	1	58	149	0	3	297.5	389.3	222
7278	204	1	58	149	0	4	253.8	238.4	210
7279	204	1	58	149	0	5	226.7	159.8	236
7280	204	1	58	149	0	6	394.2	155.5	145
7281	204	1	58	149	0	7	355.3	145.1	204
7282	204	1	58	149	0	8	478.1	394.8	276
7283	204	1	58	149	0	9	465.7	161.5	235
7284	204	1	58	149	0	10	544.2	140.8	161
7285	204	1	58	149	0	11	491.2	156.0	143
7286	204	1	58	149	0	12	374.1	265.8	213
7287	204	1	58	149	0	13	384.8	247.0	103
7288	204	1	58	149	0	14	127.9	250.5	239
7289	204	1	58	149	0	15	209.4	282.0	171
7290	204	1	58	149	0	16	135.9	263.7	204
7291	204	1	58	149	0	17	260.1	392.8	279
7292	204	1	58	149	0	18	287.8	382.0	151
7293	204	1	58	149	0	19	408.0	465.7	107
7294	204	1	58	149	0	20	406.4	484.5	37
7295	204	1	58	149	0	21	433.5	554.6	349
7296	204	1	58	149	0	22	513.9	552.4	211
7297	204	1	58	149	2	23	295.4	525.5	281
7323	204	1	60	6	1	1	397.3	288.9	615
7324	204	1	60	6	0	2	357.4	283.9	190
7325	204	1	60	6	0	3	337.3	175.4	211
7326	204	1	60	6	0	4	195.6	334.9	211
7327	204	1	60	6	0	5	213.8	373.5	439
7328	204	1	60	6	0	6	103.7	390.9	318
7329	204	1	60	6	0	7	399.7	236.4	182
7330	204	1	60	6	0	8	434.8	191.9	258
7331	204	1	60	6	0	9	676.2	384.0	127
7332	204	1	60	6	0	10	708.4	436.7	167
7333	204	1	60	6	0	11	582.9	486.6	156
7334	204	1	60	6	0	12	265.2	495.2	221
7335	204	1	60	6	0	13	251.6	499.7	591
7336	204	1	60	6	0	14	566.5	449.5	144
7337	204	1	60	6	0	15	593.0	224.4	293
7338	204	1	60	6	0	16	614.5	133.5	235
7339	204	1	60	6	0	17	367.7	97.9	174
7340	204	1	60	6	0	18	166.8	149.1	166
7341	204	1	60	6	0	19	62.7	159.3	214
7342	204	1	60	6	0	20	271.0	161.7	214
7343	204	1	60	6	2	21	302.6	154.4	108
7609	204	1	73	129	1	1	399.1	304.9	926
7610	204	1	73	129	0	2	321.7	292.7	153
7611	204	1	73	129	0	3	404.3	496.0	178
7612	204	1	73	129	0	4	370.4	473.7	156
7613	204	1	73	129	0	5	293.1	273.1	241
7614	204	1	73	129	0	6	217.5	285.8	163
7615	204	1	73	129	0	7	281.5	398.4	209
7616	204	1	73	129	0	8	605.4	204.0	217
7617	204	1	73	129	0	9	631.5	150.6	152
7618	204	1	73	129	0	10	720.8	366.4	224
7619	204	1	73	129	0	11	636.5	182.8	232
7620	204	1	73	129	0	12	626.0	139.5	166
7621	204	1	73	129	0	13	619.1	264.1	284
7622	204	1	73	129	0	14	627.2	137.3	297
7623	204	1	73	129	0	15	650.8	138.5	214
7624	204	1	73	129	0	16	671.2	146.2	242
7625	204	1	73	129	0	17	355.6	115.5	96
7626	204	1	73	129	0	18	173.8	120.0	184
7627	204	1	73	129	0	19	131.0	428.1	326
7628	204	1	73	129	0	20	187.2	452.8	184
7629	204	1	73	129	0	21	81.5	334.1	307
7630	204	1	73	129	0	22	288.1	389.5	216
7631	204	1	73	129	2	23	341.2	452.8	383
7911	204	1	87	111	1	1	405.0	276.8	494
7912	204	1	87	111	0	2	459.4	287.4	73
7913	204	1	87	111	0	3	548.2	152.9	216
7914	204	1	87	111	0	4	732.0	143.1	136
7915	204	1	87	111	0	5	784.2	149.5	142
7916	204	1	87	111	0	6	758.7	48.2	275
7917	204	1	87	111	0	7	227.4	361.3	144
7918	204	1	87	111	0	8	213.4	378.1	580
7919	204	1	87	111	0	9	61.7	435.6	173
7920	204	1	87	111	0	10	50.8	355.2	429
7921	204	1	87	111	0	11	32.1	421.5	159
7922	204	1	87	111	0	12	107.8	510.0	155
7923	204	1	87	111	0	13	127.1	526.9	234
7924	204	1	87	111	0	14	180.4	506.0	254
7925	204	1	87	111	0	15	220.2	489.3	137
7926	204	1	87	111	0	16	196.8	438.6	245
7927	204	1	87	111	0	17	153.8	512.7	131
7928	204	1	87	111	0	18	125.6	524.1	217
7929	204	1	87	111	0	19	143.1	507.8	63
7930	204	1	87	111	0	20	58.8	356.7	194
7931	204	1	87	111	0	21	73.3	413.4	228
7932	204	1	87	111	0	22	294.7	340.9	139
7933	204	1	87	111	0	23	352.6	290.6	300
7934	204	1	87	111	2	24	528.2	384.4	412
8167	204	1	99	106	1	1	408.9	272.8	661
8168	204	1	99	106	0	2	354.0	221.1	167
8169	204	1	99	106	0	3	280.7	198.9	189
8170	204	1	99	106	0	4	94.1	289.9	309
8171	204	1	99	106	0	5	49.8	259.5	433
8172	204	1	99	106	0	6	98.1	278.6	272
8173	204	1	99	106	0	7	86.1	369.1	276
8174	204	1	99	106	0	8	36.5	383.4	219
8175	204	1	99	106	0	9	82.4	256.6	123
8176	204	1	99	106	0	10	672.1	499.5	192
8177	204	1	99	106	0	11	742.2	516.3	111
8178	204	1	99	106	0	12	507.7	299.5	265
8179	204	1	99	106	0	13	375.4	316.8	366
8180	204	1	99	106	0	14	399.3	351.2	136
8181	204	1	99	106	0	15	493.4	263.0	196
8182	204	1	99	106	0	16	410.8	358.7	298
8183	204	1	99	106	0	17	405.1	347.9	293
8184	204	1	99	106	0	18	386.9	297.4	77
8185	204	1	99	106	0	19	506.0	246.2	434
8186	204	1	99	106	0	20	581.4	244.5	232
8187	204	1	99	106	2	21	618.3	299.2	393
8319	204	1	106	67	1	1	387.6	276.0	796
8320	204	1	106	67	0	2	362.6	366.9	184
8321	204	1	106	67	0	3	215.1	348.3	276
8322	204	1	106	67	0	4	407.0	354.9	371
8323	204	1	106	67	0	5	529.3	428.3	234
8324	204	1	106	67	0	6	471.7	321.4	229
8325	204	1	106	67	0	7	577.9	290.8	198
8326	204	1	106	67	0	8	728.4	353.3	213
8327	204	1	106	67	0	9	720.2	298.0	255
8328	204	1	106	67	0	10	726.2	286.3	286
8329	204	1	106	67	0	11	526.0	304.6	54
8330	204	1	106	67	0	12	268.5	351.7	323
8331	204	1	106	67	0	13	477.4	320.5	211
8332	204	1	106	67	0	14	578.0	296.7	326
8333	204	1	106	67	0	15	337.4	155.4	227
8334	204	1	106	67	0	16	225.8	199.3	238
8335	204	1	106	67	0	17	131.4	221.9	241
8336	204	1	106	67	0	18	106.2	217.3	249
8337	204	1	106	67	0	19	83.4	406.3	191
8338	204	1	106	67	0	20	80.1	354.8	226
8339	204	1	106	67	2	21	642.2	303.0	293
8631	204	1	120	9	1	1	407.0	292.9	617
8632	204	1	120	9	0	2	325.1	317.5	45
8633	204	1	120	9	0	3	531.2	161.2	174
8634	204	1	120	9	0	4	559.0	146.9	253
8635	204	1	120	9	0	5	575.0	140.1	154
8636	204	1	120	9	0	6	293.0	394.6	287
8637	204	1	120	9	0	7	262.8	394.6	340
8638	204	1	120	9	0	8	157.6	365.9	221
8639	204	1	120	9	0	9	109.0	299.4	262
8640	204	1	120	9	0	10	87.3	260.3	222
8641	204	1	120	9	0	11	123.2	260.5	211
8642	204	1	120	9	0	12	38.6	106.3	366
8643	204	1	120	9	0	13	181.7	114.5	157
8644	204	1	120	9	0	14	340.1	111.2	159
8645	204	1	120	9	0	15	398.8	158.0	270
8646	204	1	120	9	0	16	829.2	458.3	290
8647	204	1	120	9	0	17	773.1	426.8	144
8648	204	1	120	9	0	18	583.1	408.1	213
8649	204	1	120	9	0	19	462.3	554.4	213
8650	204	1	120	9	0	20	415.6	440.9	384
8651	204	1	120	9	0	21	409.5	398.3	335
8652	204	1	120	9	2	22	236.4	418.3	160
8954	204	1	135	150	1	1	405.6	282.5	851
8955	204	1	135	150	0	2	296.4	439.1	187
8956	204	1	135	150	0	3	373.1	535.1	118
8957	204	1	135	150	0	4	384.3	522.5	126
8958	204	1	135	150	0	5	348.8	474.4	312
8959	204	1	135	150	0	6	450.6	586.4	276
8960	204	1	135	150	0	7	475.4	567.6	148
8961	204	1	135	150	0	8	711.3	395.9	188
8962	204	1	135	150	0	9	782.7	392.5	241
8963	204	1	135	150	0	10	557.2	203.2	244
8964	204	1	135	150	0	11	362.9	171.7	266
8965	204	1	135	150	0	12	145.4	215.0	271
8966	204	1	135	150	0	13	88.7	236.2	184
8967	204	1	135	150	0	14	36.9	250.5	138
8968	204	1	135	150	0	15	319.2	161.7	313
8969	204	1	135	150	0	16	48.7	272.6	225
8970	204	1	135	150	0	17	199.2	59.6	296
8971	204	1	135	150	0	18	253.4	38.8	298
8972	204	1	135	150	0	19	187.4	65.0	223
8973	204	1	135	150	0	20	350.6	52.2	130
8974	204	1	135	150	0	21	366.9	39.5	123
8975	204	1	135	150	0	22	166.7	48.7	192
8976	204	1	135	150	2	23	191.6	47.1	248
9637	205	1	18	67	1	1	398.4	303.7	846
9638	205	1	18	67	0	2	363.1	367.8	377
9639	205	1	18	67	0	3	471.6	337.2	176
9640	205	1	18	67	0	4	225.1	372.1	291
9641	205	1	18	67	0	5	172.4	429.0	478
9642	205	1	18	67	0	6	153.1	277.7	94
9643	205	1	18	67	0	7	205.3	113.6	262
9644	205	1	18	67	0	8	403.3	132.8	313
9645	205	1	18	67	0	9	562.5	288.5	218
9646	205	1	18	67	0	10	625.9	320.2	298
9647	205	1	18	67	0	11	724.9	319.2	278
9648	205	1	18	67	0	12	720.3	303.8	678
9649	205	1	18	67	0	13	472.2	301.9	386
9650	205	1	18	67	0	14	444.5	344.2	239
9651	205	1	18	67	0	15	402.2	331.7	141
9652	205	1	18	67	0	16	215.9	334.7	217
9653	205	1	18	67	0	17	90.0	343.0	216
9654	205	1	18	67	0	18	59.6	338.5	132
9655	205	1	18	67	0	19	684.2	313.9	167
9656	205	1	18	67	2	20	719.5	308.4	353
9758	205	1	24	150	1	1	414.7	297.6	894
9759	205	1	24	150	0	2	452.4	283.2	136
9760	205	1	24	150	0	3	376.0	379.0	99
9761	205	1	24	150	0	4	237.1	221.6	305
9762	205	1	24	150	0	5	339.5	485.6	426
9763	205	1	24	150	0	6	412.2	498.6	148
9764	205	1	24	150	0	7	541.1	269.5	204
9765	205	1	24	150	0	8	481.9	281.6	271
9766	205	1	24	150	0	9	637.8	340.4	228
9767	205	1	24	150	0	10	724.3	358.7	425
9768	205	1	24	150	0	11	617.2	409.6	245
9769	205	1	24	150	0	12	376.3	522.3	295
9770	205	1	24	150	0	13	355.1	492.1	181
9771	205	1	24	150	0	14	409.0	578.0	260
9772	205	1	24	150	0	15	167.5	255.1	176
9773	205	1	24	150	0	16	143.1	234.5	304
9774	205	1	24	150	0	17	500.4	274.9	336
9775	205	1	24	150	0	18	467.0	276.3	362
9776	205	1	24	150	0	19	729.8	374.5	295
9777	205	1	24	150	2	20	668.9	372.6	181
9950	205	1	34	85	1	1	419.7	302.9	956
9951	205	1	34	85	0	2	373.4	286.0	151
9952	205	1	34	85	0	3	148.0	158.8	150
9953	205	1	34	85	0	4	119.4	99.6	147
9954	205	1	34	85	0	5	110.3	68.7	393
9955	205	1	34	85	0	6	214.6	230.9	210
9956	205	1	34	85	0	7	429.4	290.5	201
9957	205	1	34	85	0	8	606.2	315.0	639
9958	205	1	34	85	0	9	671.0	475.6	264
9959	205	1	34	85	0	10	701.6	440.0	215
9960	205	1	34	85	0	11	137.4	324.1	165
9961	205	1	34	85	0	12	134.5	187.1	339
9962	205	1	34	85	0	13	123.4	167.1	991
9963	205	1	34	85	0	14	35.0	417.2	482
9964	205	1	34	85	0	15	197.8	362.5	142
9965	205	1	34	85	0	16	135.8	371.7	239
9966	205	1	34	85	2	17	730.7	132.4	246
10113	205	1	43	52	1	1	404.6	301.0	792
10114	205	1	43	52	0	2	509.3	279.7	74
10115	205	1	43	52	0	3	326.2	281.8	134
10116	205	1	43	52	0	4	351.9	271.8	264
10117	205	1	43	52	0	5	363.2	301.1	296
10118	205	1	43	52	0	6	375.6	296.1	311
10119	205	1	43	52	0	7	293.9	350.4	160
10120	205	1	43	52	0	8	301.5	335.1	307
10121	205	1	43	52	0	9	129.4	75.0	117
10122	205	1	43	52	0	10	106.6	26.8	685
10123	205	1	43	52	0	11	715.1	129.7	292
10124	205	1	43	52	0	12	727.7	94.6	310
10125	205	1	43	52	0	13	630.6	527.5	290
10126	205	1	43	52	0	14	575.1	484.0	160
10127	205	1	43	52	0	15	456.9	445.1	282
10128	205	1	43	52	0	16	97.9	457.7	263
10129	205	1	43	52	0	17	71.3	367.8	239
10130	205	1	43	52	0	18	54.5	374.5	462
10131	205	1	43	52	2	19	72.5	99.3	222
