	subject_number	AGE_GROUP	TRIAL	image_id	FIRST_LAST	CURRENT_FIX_INDEX	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_DURATION
10338	205	1	55	6	1	1	404.2	308.6	835
10339	205	1	55	6	0	2	347.5	372.5	203
10340	205	1	55	6	0	3	234.7	564.1	136
10341	205	1	55	6	0	4	239.3	526.6	202
10342	205	1	55	6	0	5	686.4	409.9	177
10343	205	1	55	6	0	6	722.1	439.7	170
10344	205	1	55	6	0	7	658.0	212.3	245
10345	205	1	55	6	0	8	642.0	148.5	235
10346	205	1	55	6	0	9	409.5	226.9	378
10347	205	1	55	6	0	10	395.3	345.6	177
10348	205	1	55	6	0	11	190.9	259.4	237
10349	205	1	55	6	0	12	234.8	98.4	403
10350	205	1	55	6	0	13	213.8	309.1	166
10351	205	1	55	6	0	14	401.0	247.7	230
10352	205	1	55	6	0	15	424.3	173.3	180
10353	205	1	55	6	0	16	654.0	146.5	350
10354	205	1	55	6	0	17	541.6	112.7	351
10355	205	1	55	6	0	18	460.7	92.3	206
10356	205	1	55	6	0	19	250.1	355.3	312
10357	205	1	55	6	0	20	201.8	407.2	292
10358	205	1	55	6	2	21	211.6	376.8	294
10395	205	1	58	37	1	1	399.6	288.9	858
10396	205	1	58	37	0	2	392.6	237.7	74
10397	205	1	58	37	0	3	164.0	124.0	293
10398	205	1	58	37	0	4	165.0	324.0	334
10399	205	1	58	37	0	5	99.1	316.0	296
10400	205	1	58	37	0	6	48.8	314.4	181
10401	205	1	58	37	0	7	45.3	185.6	158
10402	205	1	58	37	0	8	89.4	121.5	437
10403	205	1	58	37	0	9	79.1	364.0	214
10404	205	1	58	37	0	10	101.7	318.4	188
10405	205	1	58	37	0	11	459.1	241.8	267
10406	205	1	58	37	0	12	415.0	228.3	474
10407	205	1	58	37	0	13	378.4	240.4	197
10408	205	1	58	37	0	14	400.2	449.0	324
10409	205	1	58	37	0	15	714.0	349.8	246
10410	205	1	58	37	0	16	751.2	274.2	157
10411	205	1	58	37	0	17	764.8	209.6	332
10412	205	1	58	37	0	18	767.5	117.5	283
10413	205	1	58	37	0	19	604.7	136.5	406
10414	205	1	58	37	2	20	562.8	153.1	192
11054	205	1	93	129	1	1	386.1	311.4	620
11055	205	1	93	129	0	2	418.1	232.8	263
11056	205	1	93	129	0	3	294.6	239.8	141
11057	205	1	93	129	0	4	167.9	86.0	316
11058	205	1	93	129	0	5	553.3	106.7	424
11059	205	1	93	129	0	6	398.7	225.6	261
11060	205	1	93	129	0	7	340.1	132.9	320
11061	205	1	93	129	0	8	601.5	210.1	424
11062	205	1	93	129	0	9	297.4	265.9	279
11063	205	1	93	129	0	10	236.7	283.7	209
11064	205	1	93	129	0	11	220.5	183.9	347
11065	205	1	93	129	0	12	199.6	194.7	160
11066	205	1	93	129	0	13	512.4	253.7	277
11067	205	1	93	129	0	14	463.7	375.4	291
11068	205	1	93	129	0	15	472.4	340.0	431
11069	205	1	93	129	0	16	486.5	381.1	223
11070	205	1	93	129	0	17	380.0	467.4	223
11071	205	1	93	129	0	18	370.9	458.6	177
11072	205	1	93	129	2	19	208.6	521.4	520
11093	205	1	95	149	1	1	384.7	298.1	666
11094	205	1	95	149	0	2	496.2	165.6	546
11095	205	1	95	149	0	3	461.2	174.2	534
11096	205	1	95	149	0	4	673.8	124.5	489
11097	205	1	95	149	0	5	397.1	302.3	185
11098	205	1	95	149	0	6	431.8	298.5	284
11099	205	1	95	149	0	7	400.4	424.0	329
11100	205	1	95	149	0	8	384.6	420.1	140
11101	205	1	95	149	0	9	494.4	178.7	569
11102	205	1	95	149	0	10	250.4	448.4	126
11103	205	1	95	149	0	11	272.4	423.5	290
11104	205	1	95	149	0	12	239.0	489.6	544
11105	205	1	95	149	0	13	309.6	543.7	225
11106	205	1	95	149	0	14	517.2	538.7	212
11107	205	1	95	149	0	15	544.8	519.1	110
11108	205	1	95	149	2	16	512.6	460.0	370
11423	205	1	113	97	1	1	391.8	301.5	564
11424	205	1	113	97	0	2	367.6	279.4	293
11425	205	1	113	97	0	3	546.4	212.9	412
11426	205	1	113	97	0	4	641.3	126.9	242
11427	205	1	113	97	0	5	432.6	181.6	386
11428	205	1	113	97	0	6	341.8	201.3	118
11429	205	1	113	97	0	7	152.3	348.6	422
11430	205	1	113	97	0	8	116.7	431.9	441
11431	205	1	113	97	0	9	179.7	449.3	423
11432	205	1	113	97	0	10	195.2	318.5	151
11433	205	1	113	97	0	11	176.1	311.5	274
11434	205	1	113	97	0	12	175.2	288.1	148
11435	205	1	113	97	0	13	722.8	231.4	452
11436	205	1	113	97	0	14	778.6	179.5	201
11437	205	1	113	97	0	15	676.9	118.3	176
11438	205	1	113	97	0	16	741.2	384.0	329
11439	205	1	113	97	0	17	734.2	423.1	203
11440	205	1	113	97	0	18	614.3	205.0	444
11441	205	1	113	97	2	19	538.2	205.3	154
11480	205	1	116	9	1	1	386.2	298.3	299
11481	205	1	116	9	0	2	436.0	197.2	111
11482	205	1	116	9	0	3	528.2	182.7	231
11483	205	1	116	9	0	4	543.6	158.4	312
11484	205	1	116	9	0	5	253.3	438.2	202
11485	205	1	116	9	0	6	253.7	406.9	287
11486	205	1	116	9	0	7	293.9	390.4	407
11487	205	1	116	9	0	8	459.6	440.2	468
11488	205	1	116	9	0	9	595.4	394.1	164
11489	205	1	116	9	0	10	301.3	192.1	360
11490	205	1	116	9	0	11	336.7	142.9	87
11491	205	1	116	9	0	12	787.7	95.5	420
11492	205	1	116	9	0	13	762.8	82.2	150
11493	205	1	116	9	0	14	93.4	477.3	401
11494	205	1	116	9	0	15	144.2	304.6	203
11495	205	1	116	9	0	16	110.7	299.6	156
11496	205	1	116	9	0	17	108.2	269.2	194
11497	205	1	116	9	0	18	122.0	280.1	404
11498	205	1	116	9	2	19	386.7	174.4	667
11566	205	1	121	107	1	1	387.5	301.7	1134
11567	205	1	121	107	0	2	424.8	184.6	311
11568	205	1	121	107	0	3	627.4	184.3	429
11569	205	1	121	107	0	4	223.1	246.8	155
11570	205	1	121	107	0	5	100.7	328.2	307
11571	205	1	121	107	0	6	351.5	433.0	444
11572	205	1	121	107	0	7	411.9	418.5	274
11573	205	1	121	107	0	8	582.6	528.6	324
11574	205	1	121	107	0	9	369.2	487.2	675
11575	205	1	121	107	0	10	67.9	516.2	166
11576	205	1	121	107	0	11	46.2	508.2	180
11577	205	1	121	107	0	12	146.8	520.2	312
11578	205	1	121	107	0	13	85.8	303.0	859
11579	205	1	121	107	2	14	387.4	167.8	334
11610	205	1	124	112	1	1	400.0	323.1	724
11611	205	1	124	112	0	2	278.9	343.8	168
11612	205	1	124	112	0	3	456.3	374.6	148
11613	205	1	124	112	0	4	189.4	475.3	260
11614	205	1	124	112	0	5	174.1	474.3	772
11615	205	1	124	112	0	6	197.7	525.2	390
11616	205	1	124	112	0	7	529.4	437.0	163
11617	205	1	124	112	0	8	659.4	393.9	194
11618	205	1	124	112	0	9	479.1	375.6	389
11619	205	1	124	112	0	10	483.5	355.8	129
11620	205	1	124	112	0	11	682.6	247.7	153
11621	205	1	124	112	0	12	318.4	196.6	274
11622	205	1	124	112	0	13	224.0	230.2	229
11623	205	1	124	112	0	14	126.9	232.8	373
11624	205	1	124	112	0	15	56.8	307.2	390
11625	205	1	124	112	0	16	566.4	169.1	180
11626	205	1	124	112	0	17	574.5	151.5	119
11627	205	1	124	112	0	18	699.9	151.0	406
11628	205	1	124	112	2	19	517.4	148.7	368
11938	205	1	143	58	1	1	383.7	300.5	786
11939	205	1	143	58	0	2	322.1	268.0	162
11940	205	1	143	58	0	3	316.1	202.2	189
11941	205	1	143	58	0	4	321.6	186.1	414
11942	205	1	143	58	0	5	167.3	131.6	347
11943	205	1	143	58	0	6	385.8	118.1	280
11944	205	1	143	58	0	7	292.3	126.5	248
11945	205	1	143	58	0	8	467.4	86.2	360
11946	205	1	143	58	0	9	800.4	132.9	365
11947	205	1	143	58	0	10	647.0	360.6	316
11948	205	1	143	58	0	11	724.9	454.9	240
11949	205	1	143	58	0	12	735.5	435.5	196
11950	205	1	143	58	0	13	469.5	357.3	168
11951	205	1	143	58	0	14	490.8	369.2	144
11952	205	1	143	58	0	15	484.2	280.0	321
11953	205	1	143	58	0	16	471.2	305.6	283
11954	205	1	143	58	0	17	792.3	137.3	503
11955	205	1	143	58	0	18	317.3	109.1	147
11956	205	1	143	58	2	19	284.6	105.0	255
11974	205	1	145	111	1	1	402.1	301.6	701
11975	205	1	145	111	0	2	384.6	307.8	296
11976	205	1	145	111	0	3	152.4	423.2	197
11977	205	1	145	111	0	4	181.2	387.4	752
11978	205	1	145	111	0	5	32.6	442.3	208
11979	205	1	145	111	0	6	526.7	291.2	221
11980	205	1	145	111	0	7	508.9	274.2	565
11981	205	1	145	111	0	8	496.0	275.0	280
11982	205	1	145	111	0	9	494.1	444.1	407
11983	205	1	145	111	0	10	668.4	362.6	243
11984	205	1	145	111	0	11	681.6	353.1	310
11985	205	1	145	111	0	12	687.6	554.3	368
11986	205	1	145	111	0	13	642.4	204.9	202
11987	205	1	145	111	0	14	708.3	204.4	234
11988	205	1	145	111	0	15	340.6	398.0	198
11989	205	1	145	111	0	16	338.7	496.1	228
11990	205	1	145	111	2	17	344.6	402.9	533
11991	205	1	146	106	1	1	394.1	327.3	847
11992	205	1	146	106	0	2	547.5	289.4	290
11993	205	1	146	106	0	3	388.0	203.1	255
11994	205	1	146	106	0	4	187.9	183.9	185
11995	205	1	146	106	0	5	46.5	270.1	271
11996	205	1	146	106	0	6	33.4	254.5	208
11997	205	1	146	106	0	7	75.7	275.0	228
11998	205	1	146	106	0	8	71.3	451.6	357
11999	205	1	146	106	0	9	26.9	549.3	254
12000	205	1	146	106	0	10	56.8	296.8	223
12001	205	1	146	106	0	11	37.5	287.0	166
12002	205	1	146	106	0	12	341.3	349.9	302
12003	205	1	146	106	0	13	372.9	316.7	463
12004	205	1	146	106	0	14	332.6	388.9	230
12005	205	1	146	106	0	15	493.9	290.6	263
12006	205	1	146	106	0	16	479.4	272.5	482
12007	205	1	146	106	0	17	596.1	266.5	392
12008	205	1	146	106	0	18	592.4	336.4	205
12009	205	1	146	106	0	19	492.6	363.4	216
12010	205	1	146	106	2	20	468.9	372.8	286
12132	206	1	3	37	1	1	410.4	303.9	324
12133	206	1	3	37	0	2	203.4	211.8	122
12134	206	1	3	37	0	3	186.2	133.4	267
12135	206	1	3	37	0	4	235.8	219.4	182
12136	206	1	3	37	0	5	134.5	384.4	170
12137	206	1	3	37	0	6	171.9	486.1	347
12138	206	1	3	37	0	7	246.2	337.2	220
12139	206	1	3	37	0	8	89.5	314.0	192
12140	206	1	3	37	0	9	91.7	299.8	273
12141	206	1	3	37	0	10	78.4	328.4	224
12142	206	1	3	37	0	11	89.5	296.1	187
12143	206	1	3	37	0	12	80.6	121.7	322
12144	206	1	3	37	0	13	87.7	87.8	98
12145	206	1	3	37	0	14	422.4	206.8	213
12146	206	1	3	37	0	15	538.1	219.5	104
12147	206	1	3	37	0	16	703.9	248.3	200
12148	206	1	3	37	0	17	627.1	196.6	162
12149	206	1	3	37	0	18	730.8	237.2	230
12150	206	1	3	37	0	19	721.1	237.1	189
12151	206	1	3	37	0	20	718.0	237.2	151
12152	206	1	3	37	0	21	731.8	394.3	264
12153	206	1	3	37	0	22	714.4	473.0	173
12154	206	1	3	37	0	23	449.8	429.2	262
12155	206	1	3	37	0	24	513.3	422.4	232
12156	206	1	3	37	2	25	520.4	374.2	159
12205	206	1	6	106	1	1	404.9	303.8	305
12206	206	1	6	106	0	2	317.6	238.4	150
12207	206	1	6	106	0	3	242.3	203.2	266
12208	206	1	6	106	0	4	282.6	211.4	143
12209	206	1	6	106	0	5	446.1	303.7	191
12210	206	1	6	106	0	6	490.5	262.1	260
12211	206	1	6	106	0	7	565.9	305.4	491
12212	206	1	6	106	0	8	414.6	343.2	445
12213	206	1	6	106	0	9	442.9	364.7	269
12214	206	1	6	106	0	10	563.8	356.4	299
12215	206	1	6	106	0	11	467.2	279.3	229
12216	206	1	6	106	0	12	496.0	275.7	140
12217	206	1	6	106	0	13	687.5	534.6	143
12218	206	1	6	106	0	14	751.9	569.7	224
12219	206	1	6	106	0	15	182.0	441.5	116
12220	206	1	6	106	0	16	44.6	373.5	161
12221	206	1	6	106	0	17	52.2	285.2	404
12222	206	1	6	106	0	18	173.7	210.2	143
12223	206	1	6	106	0	19	327.1	343.1	214
12224	206	1	6	106	0	20	383.6	339.3	282
12225	206	1	6	106	2	21	415.2	380.8	281
12251	206	1	8	111	1	1	390.3	312.1	324
12252	206	1	8	111	0	2	241.8	400.9	121
12253	206	1	8	111	0	3	190.2	408.3	654
12254	206	1	8	111	0	4	353.5	407.2	331
12255	206	1	8	111	0	5	194.6	423.0	152
12256	206	1	8	111	0	6	188.8	410.5	331
12257	206	1	8	111	0	7	172.5	560.2	197
12258	206	1	8	111	0	8	583.0	343.5	123
12259	206	1	8	111	0	9	566.7	237.6	204
12260	206	1	8	111	0	10	586.6	149.4	159
12261	206	1	8	111	0	11	161.2	197.0	129
12262	206	1	8	111	0	12	21.7	211.2	163
12263	206	1	8	111	0	13	8.3	196.6	82
12264	206	1	8	111	0	14	23.6	366.0	219
12265	206	1	8	111	0	15	18.7	388.7	149
12266	206	1	8	111	0	16	78.5	464.3	148
12267	206	1	8	111	0	17	649.8	218.9	216
12268	206	1	8	111	0	18	557.5	175.4	112
12269	206	1	8	111	0	19	545.2	405.7	168
12270	206	1	8	111	0	20	621.9	411.8	203
12271	206	1	8	111	0	21	649.7	490.6	124
12272	206	1	8	111	0	22	703.0	386.6	186
12273	206	1	8	111	0	23	694.8	387.0	248
12274	206	1	8	111	0	24	732.3	405.0	171
12275	206	1	8	111	2	25	730.2	490.9	317
12365	206	1	13	6	1	1	398.5	293.8	694
12366	206	1	13	6	0	2	416.9	208.0	237
12367	206	1	13	6	0	3	293.2	202.7	129
12368	206	1	13	6	0	4	171.6	376.7	171
12369	206	1	13	6	0	5	196.6	415.8	428
12370	206	1	13	6	0	6	247.0	394.4	636
12371	206	1	13	6	0	7	88.9	421.2	199
12372	206	1	13	6	0	8	271.0	546.3	146
12373	206	1	13	6	0	9	254.4	516.7	246
12374	206	1	13	6	0	10	244.4	521.3	247
12375	206	1	13	6	0	11	579.1	484.2	163
12376	206	1	13	6	0	12	618.0	214.1	202
12377	206	1	13	6	0	13	658.8	248.6	284
12378	206	1	13	6	0	14	639.4	169.5	221
12379	206	1	13	6	0	15	539.4	99.1	180
12380	206	1	13	6	0	16	228.6	114.2	873
12381	206	1	13	6	2	17	517.5	250.8	388
12452	206	1	17	129	1	1	403.1	288.0	951
12453	206	1	17	129	0	2	289.6	206.2	129
12454	206	1	17	129	0	3	168.4	223.3	109
12455	206	1	17	129	0	4	65.5	342.1	168
12456	206	1	17	129	0	5	268.0	404.9	160
12457	206	1	17	129	0	6	512.6	438.4	193
12458	206	1	17	129	0	7	403.5	473.9	135
12459	206	1	17	129	0	8	354.7	488.0	128
12460	206	1	17	129	0	9	372.2	492.0	141
12461	206	1	17	129	0	10	581.9	499.3	242
12462	206	1	17	129	0	11	656.7	524.4	136
12463	206	1	17	129	0	12	608.0	268.9	253
12464	206	1	17	129	0	13	521.7	243.9	215
12465	206	1	17	129	0	14	507.3	317.6	36
12466	206	1	17	129	0	15	665.3	372.0	212
12467	206	1	17	129	0	16	726.3	364.9	548
12468	206	1	17	129	0	17	445.7	452.4	164
12469	206	1	17	129	0	18	368.0	465.3	96
12470	206	1	17	129	0	19	676.3	346.7	264
12471	206	1	17	129	0	20	398.0	223.0	273
12472	206	1	17	129	0	21	232.9	214.1	238
12473	206	1	17	129	0	22	500.9	246.3	195
12474	206	1	17	129	0	23	525.7	233.4	181
12475	206	1	17	129	2	24	274.8	169.0	241
12749	206	1	32	149	1	1	403.3	313.0	796
12750	206	1	32	149	0	2	346.5	242.5	321
12751	206	1	32	149	0	3	476.0	202.7	220
12752	206	1	32	149	0	4	257.5	192.2	162
12753	206	1	32	149	0	5	157.0	189.8	234
12754	206	1	32	149	0	6	138.4	234.2	326
12755	206	1	32	149	0	7	75.4	225.5	192
12756	206	1	32	149	0	8	36.4	218.6	434
12757	206	1	32	149	0	9	250.7	177.1	116
12758	206	1	32	149	0	10	343.8	178.1	258
12759	206	1	32	149	0	11	373.5	190.8	407
12760	206	1	32	149	0	12	492.9	182.3	432
12761	206	1	32	149	0	13	631.9	157.0	199
12762	206	1	32	149	0	14	508.6	164.9	66
12763	206	1	32	149	0	15	508.8	188.8	231
12764	206	1	32	149	0	16	500.4	217.6	335
12765	206	1	32	149	0	17	656.9	154.4	134
12766	206	1	32	149	0	18	417.5	465.4	135
12767	206	1	32	149	0	19	256.4	481.5	176
12768	206	1	32	149	2	20	268.3	434.6	306
13099	206	1	50	67	1	1	373.1	320.0	1248
13100	206	1	50	67	0	2	383.7	390.4	225
13101	206	1	50	67	0	3	481.7	407.6	208
13102	206	1	50	67	0	4	377.3	409.3	154
13103	206	1	50	67	0	5	254.0	249.1	391
13104	206	1	50	67	0	6	191.0	238.0	279
13105	206	1	50	67	0	7	176.8	259.1	327
13106	206	1	50	67	0	8	236.3	365.5	272
13107	206	1	50	67	0	9	454.7	368.6	204
13108	206	1	50	67	0	10	533.9	371.8	174
13109	206	1	50	67	0	11	683.5	400.0	216
13110	206	1	50	67	0	12	717.5	434.0	209
13111	206	1	50	67	0	13	713.3	303.8	178
13112	206	1	50	67	0	14	486.9	210.4	130
13113	206	1	50	67	0	15	423.0	148.9	151
13114	206	1	50	67	0	16	206.6	173.3	446
13115	206	1	50	67	0	17	51.7	386.5	208
13116	206	1	50	67	0	18	-2.7	490.4	378
13117	206	1	50	67	0	19	22.9	482.7	91
13118	206	1	50	67	0	20	347.9	444.7	207
13119	206	1	50	67	0	21	538.7	486.4	213
13120	206	1	50	67	2	22	569.0	522.3	258
13337	206	1	62	9	1	1	395.8	307.7	690
13338	206	1	62	9	0	2	318.7	334.5	72
13339	206	1	62	9	0	3	499.2	177.7	202
13340	206	1	62	9	0	4	528.1	168.1	523
13341	206	1	62	9	0	5	309.4	382.1	223
13342	206	1	62	9	0	6	393.8	423.3	143
13343	206	1	62	9	0	7	295.5	373.0	301
13344	206	1	62	9	0	8	310.7	382.0	323
13345	206	1	62	9	0	9	325.8	392.2	178
13346	206	1	62	9	0	10	268.1	392.8	309
13347	206	1	62	9	0	11	249.7	385.3	377
13348	206	1	62	9	0	12	237.6	397.8	180
13349	206	1	62	9	0	13	104.0	540.6	208
13350	206	1	62	9	0	14	425.4	483.6	111
13351	206	1	62	9	0	15	398.1	332.0	31
13352	206	1	62	9	0	16	407.5	249.3	116
13353	206	1	62	9	0	17	144.7	269.4	165
13354	206	1	62	9	0	18	102.5	288.5	196
13355	206	1	62	9	0	19	82.6	296.4	282
13356	206	1	62	9	0	20	47.1	280.3	196
13357	206	1	62	9	0	21	56.4	275.6	143
13358	206	1	62	9	0	22	113.3	272.5	384
13359	206	1	62	9	0	23	141.2	342.4	269
13360	206	1	62	9	2	24	120.0	319.6	277
13947	206	1	94	112	1	1	381.8	315.2	1051
13948	206	1	94	112	0	2	221.2	431.5	619
13949	206	1	94	112	0	3	152.3	432.0	111
13950	206	1	94	112	0	4	157.0	461.9	224
13951	206	1	94	112	0	5	192.4	451.0	330
13952	206	1	94	112	0	6	265.0	390.0	337
13953	206	1	94	112	0	7	262.2	362.3	439
13954	206	1	94	112	0	8	177.5	424.7	356
13955	206	1	94	112	0	9	149.0	434.4	325
13956	206	1	94	112	0	10	184.2	480.0	385
13957	206	1	94	112	0	11	208.3	374.1	233
13958	206	1	94	112	0	12	175.3	194.5	206
13959	206	1	94	112	0	13	332.6	218.9	170
13960	206	1	94	112	0	14	508.7	230.1	225
13961	206	1	94	112	0	15	517.5	154.5	270
13962	206	1	94	112	0	16	686.6	287.3	208
13963	206	1	94	112	2	17	677.8	354.2	197
14231	206	1	109	85	1	1	380.7	319.6	808
14232	206	1	109	85	0	2	605.9	292.6	218
14233	206	1	109	85	0	3	409.5	143.3	284
14234	206	1	109	85	0	4	134.3	116.3	187
14235	206	1	109	85	0	5	414.0	275.0	687
14236	206	1	109	85	0	6	506.3	314.2	178
14237	206	1	109	85	0	7	612.3	317.9	261
14238	206	1	109	85	0	8	692.5	455.3	499
14239	206	1	109	85	0	9	712.3	442.5	204
14240	206	1	109	85	0	10	549.4	304.5	147
14241	206	1	109	85	0	11	549.3	248.7	93
14242	206	1	109	85	0	12	158.9	195.0	107
14243	206	1	109	85	0	13	99.1	126.6	169
14244	206	1	109	85	0	14	128.2	321.7	177
14245	206	1	109	85	0	15	118.1	364.1	185
14246	206	1	109	85	0	16	107.1	383.0	138
14247	206	1	109	85	0	17	666.1	484.5	213
14248	206	1	109	85	0	18	684.9	469.0	368
14249	206	1	109	85	0	19	574.7	345.9	171
14250	206	1	109	85	0	20	372.9	293.3	251
14251	206	1	109	85	2	21	355.8	284.7	288
14619	206	1	133	58	1	1	356.2	325.6	896
14620	206	1	133	58	0	2	272.9	251.4	579
14621	206	1	133	58	0	3	170.9	144.3	74
14622	206	1	133	58	0	4	118.6	126.3	224
14623	206	1	133	58	0	5	137.7	140.2	209
14624	206	1	133	58	0	6	61.9	274.2	254
14625	206	1	133	58	0	7	111.6	347.2	137
14626	206	1	133	58	0	8	514.3	343.3	395
14627	206	1	133	58	0	9	455.9	322.8	374
14628	206	1	133	58	0	10	603.0	392.5	309
14629	206	1	133	58	0	11	646.6	347.1	244
14630	206	1	133	58	0	12	366.3	116.5	231
14631	206	1	133	58	0	13	326.6	97.7	285
14632	206	1	133	58	0	14	131.8	138.0	224
14633	206	1	133	58	0	15	540.3	183.1	264
14634	206	1	133	58	0	16	575.0	270.7	176
14635	206	1	133	58	0	17	504.4	296.5	200
14636	206	1	133	58	0	18	466.6	310.1	155
14637	206	1	133	58	0	19	500.4	170.3	24
14638	206	1	133	58	0	20	551.0	137.2	275
14639	206	1	133	58	0	21	600.8	158.8	196
14640	206	1	133	58	2	22	641.6	160.6	136
14641	206	1	134	107	1	1	354.9	327.3	912
14642	206	1	134	107	0	2	262.2	304.1	228
14643	206	1	134	107	0	3	144.9	308.1	250
14644	206	1	134	107	0	4	57.3	353.0	242
14645	206	1	134	107	0	5	22.1	342.2	188
14646	206	1	134	107	0	6	20.4	197.8	148
14647	206	1	134	107	0	7	91.6	128.2	320
14648	206	1	134	107	0	8	98.9	161.4	234
14649	206	1	134	107	0	9	163.7	129.9	287
14650	206	1	134	107	0	10	189.1	93.5	278
14651	206	1	134	107	0	11	354.8	114.2	155
14652	206	1	134	107	0	12	161.3	82.6	182
14653	206	1	134	107	0	13	76.8	88.4	224
14654	206	1	134	107	0	14	34.5	72.7	99
14655	206	1	134	107	0	15	395.7	143.5	185
14656	206	1	134	107	0	16	485.6	156.7	130
14657	206	1	134	107	0	17	318.0	169.8	258
14658	206	1	134	107	0	18	377.3	352.2	166
14659	206	1	134	107	0	19	367.0	398.8	141
14660	206	1	134	107	0	20	455.9	336.3	197
14661	206	1	134	107	0	21	529.2	154.5	80
14662	206	1	134	107	0	22	53.1	88.4	193
14663	206	1	134	107	0	23	42.7	77.4	291
14664	206	1	134	107	2	24	122.7	84.2	249
14665	206	1	135	52	1	1	351.8	326.7	874
14666	206	1	135	52	0	2	329.8	310.7	181
14667	206	1	135	52	0	3	316.0	292.9	229
14668	206	1	135	52	0	4	268.6	314.8	125
14669	206	1	135	52	0	5	318.8	318.8	401
14670	206	1	135	52	0	6	222.9	368.3	158
14671	206	1	135	52	0	7	234.0	363.9	182
14672	206	1	135	52	0	8	28.3	387.6	228
14673	206	1	135	52	0	9	12.7	398.5	331
14674	206	1	135	52	0	10	2.9	402.8	121
14675	206	1	135	52	0	11	499.5	306.3	142
14676	206	1	135	52	0	12	550.5	277.5	171
14677	206	1	135	52	0	13	644.3	233.6	187
14678	206	1	135	52	0	14	629.4	225.9	221
14679	206	1	135	52	0	15	464.4	436.8	184
14680	206	1	135	52	0	16	475.0	491.8	229
14681	206	1	135	52	0	17	114.1	477.0	225
14682	206	1	135	52	0	18	97.7	363.1	33
14683	206	1	135	52	0	19	153.2	164.5	200
14684	206	1	135	52	0	20	92.5	81.8	141
14685	206	1	135	52	0	21	71.2	64.4	390
14686	206	1	135	52	0	22	340.8	305.2	187
14687	206	1	135	52	0	23	302.2	307.8	339
14688	206	1	135	52	2	24	292.8	326.0	393
14689	206	1	136	150	1	1	345.3	325.6	1403
14690	206	1	136	150	0	2	395.0	282.9	250
14691	206	1	136	150	0	3	327.5	451.2	130
14692	206	1	136	150	0	4	347.2	515.5	267
14693	206	1	136	150	0	5	248.2	429.3	160
14694	206	1	136	150	0	6	135.1	244.9	222
14695	206	1	136	150	0	7	105.9	233.3	207
14696	206	1	136	150	0	8	17.3	246.9	261
14697	206	1	136	150	0	9	475.8	281.1	202
14698	206	1	136	150	0	10	436.3	264.7	199
14699	206	1	136	150	0	11	528.3	277.6	223
14700	206	1	136	150	0	12	544.4	283.9	51
14701	206	1	136	150	0	13	202.5	95.4	233
14702	206	1	136	150	0	14	318.0	113.5	209
14703	206	1	136	150	0	15	216.0	73.0	510
14704	206	1	136	150	0	16	397.2	245.9	199
14705	206	1	136	150	0	17	520.1	245.6	225
